Life Satisfaction,wea,web,wec,wed,wee,wef,weg,weh,wei,wej,income,OldChild,SmallChild,job,gender,employ,children_,state,confirmed_x,deaths_x,school_closing_x,workplace_closing_x,cancel_events_x,gatherings_restrictions_x,transport_closing_x,stay_home_restrictions_x,internal_movement_restrictions_x,testing_policy_x,contact_tracing_x,demo_age,demo_marital_status_2017,No. Children
9,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,1,Other; please specify,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,LA,38054,2701,3,2,2,2,1,1,1,1,1,39,Married,2
8,Yes,No,No,No,No,Yes,Yes,No,No,No,Middle-Income,,,Other; please specify,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,LA,38054,2701,3,2,2,2,1,1,1,1,1,64,Single/Never been married,0
9,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,High-Income,,,Professional Services,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,LA,38054,2701,3,2,2,2,1,1,1,1,1,66,Married,0
7,No,Yes,No,No,No,Yes,Yes,No,No,No,Middle-Income,,,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,MA,93693,6473,3,3,2,3,1,1,1,2,2,57,Married,0
6,No,Yes,No,Yes,No,No,No,No,No,Yes,High-Income,,1,Construction,Female,Employed part-time (i.e. worked less than 35-hours for pay),Yes,MA,93693,6473,3,3,2,3,1,1,1,2,2,52,Married,1
9,Yes,Yes,No,No,No,Yes,No,No,No,Yes,High-Income,1,,Government or Public Policy,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,MA,93693,6473,3,3,2,3,1,1,1,2,2,53,Married,1
7,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Middle-Income,,,Construction,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,MD,47687,2417,3,3,2,4,2,2,2,1,1,28,Domestic partnership/Living with partner (not legally married),0
5,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,High-Income,,,Technological/Information Systems/Computer/Software/Mathematical,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,MD,47687,2417,3,3,2,4,2,2,2,1,1,57,Married,0
5,No,Yes,No,No,No,Yes,No,No,No,No,High-Income,1,1,Health Care,Female,Employed part-time (i.e. worked less than 35-hours for pay),Yes,MD,47687,2417,3,3,2,4,2,2,2,1,1,47,Married,4
9,Yes,No,No,No,No,Yes,Yes,No,No,No,Middle-Income,,,"Agriculture, Forestry, Fishing, and Hunting",Male,Employed part-time (i.e. worked less than 35-hours for pay),No,MD,47687,2417,3,3,2,4,2,2,2,1,1,69,Married,0
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,,Technological/Information Systems/Computer/Software/Mathematical,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,MD,47687,2417,3,3,2,4,2,2,2,1,1,50,Married,4
8,No,No,No,No,No,No,Yes,Yes,Yes,No,Middle-Income,,,Real Estate,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,MD,47687,2417,3,3,2,4,2,2,2,1,1,59,Married,0
6,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,,Community/Social Services,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,MD,47687,2417,3,3,2,4,2,2,2,1,1,53,Married,0
8,No,No,No,Yes,Yes,No,No,No,No,No,Middle-Income,,,Insurance,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,ME,2109,79,3,2,2,4,2,2,2,2,1,28,Domestic partnership/Living with partner (not legally married),0
9,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Other; please specify,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,ME,2109,79,3,2,2,4,2,2,2,2,1,54,Married,0
6,Yes,No,No,Yes,No,Yes,No,No,No,No,Middle-Income,,,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,MI,62075,5703,3,2,2,1,1,1,2,3,1,62,Married,0
7,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,High-Income,1,0,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,MI,62075,5703,3,2,2,1,1,1,2,3,1,46,Married,1
7,Yes,No,No,No,No,Yes,Yes,No,No,No,Middle-Income,1,0,Manufacturing,Male,Employed part-time (i.e. worked less than 35-hours for pay),Yes,MI,62075,5703,3,2,2,1,1,1,2,3,1,53,Divorced,1
8,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Middle-Income,0,1,Construction,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,MI,62075,5703,3,2,2,1,1,1,2,3,1,34,Married,3
7,Yes,No,No,No,No,Yes,Yes,No,No,No,Middle-Income,,,Construction,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,MI,62075,5703,3,2,2,1,1,1,2,3,1,47,Domestic partnership/Living with partner (not legally married),0
5,Yes,No,No,No,No,No,Yes,Yes,No,No,Middle-Income,1,,Other; please specify,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,MI,62075,5703,3,2,2,1,1,1,2,3,1,43,Married,1
8,Yes,No,Yes,No,No,Yes,No,No,No,No,Middle-Income,,,College or University,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,MI,62075,5703,3,2,2,1,1,1,2,3,1,60,Married,0
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Other; please specify,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,MI,62075,5703,3,2,2,1,1,1,2,3,1,52,Married,0
8,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Middle-Income,,1,Manufacturing,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,MI,62075,5703,3,2,2,1,1,1,2,3,1,29,Married,1
7,No,No,No,Yes,Yes,No,No,No,No,No,Middle-Income,,,Health Care,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,MI,62075,5703,3,2,2,1,1,1,2,3,1,31,Married,0
7,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Health Care,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,MN,24308,908,3,2,2,4,0,1,1,2,1,54,Divorced,0
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Government or Public Policy,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,MN,24308,908,3,2,2,4,0,1,1,2,1,54,Divorced,0
5,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Middle-Income,1,1,Manufacturing,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,MO,12291,686,3,2,2,4,0,1,1,2,1,54,Married,2
8,Yes,No,No,Yes,No,Yes,No,No,No,No,Low-Income,1,0,Other; please specify,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,MO,12291,686,3,2,2,4,0,1,1,2,1,55,Married,0
7,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Middle-Income,,,Finance,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,MO,12291,686,3,2,2,4,0,1,1,2,1,61,Domestic partnership/Living with partner (not legally married),0
7,Yes,No,No,No,No,Yes,Yes,No,No,No,Middle-Income,,,Arts/Design/Entertainment/Sports/Media,Male,Employed part-time (i.e. worked less than 35-hours for pay),No,MS,13731,652,3,2,2,4,1,2,1,1,1,69,Married,0
8,Yes,Yes,No,Yes,No,Yes,No,No,No,No,High-Income,,,Finance,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NC,24140,766,3,2,1,3,1,1,1,2,1,44,Married,0
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Manufacturing,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NC,24140,766,3,2,1,3,1,1,1,2,1,63,Married,0
8,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,High-Income,1,1,Hospitality,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,NC,24140,766,3,2,1,3,1,1,1,2,1,49,Married,2
8,Yes,No,No,No,No,Yes,No,No,No,No,High-Income,,,Warehousing/Logistics,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NC,24140,766,3,2,1,3,1,1,1,2,1,55,Married,0
4,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Middle-Income,,,College or University,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NC,24140,766,3,2,1,3,1,1,1,2,1,59,Married,0
7,Yes,No,No,Yes,No,Yes,No,No,No,No,Middle-Income,,,Other; please specify,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,NC,24140,766,3,2,1,3,1,1,1,2,1,72,Married,0
8,No,No,No,Yes,No,No,Yes,No,No,Yes,Middle-Income,,,Health Care,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NC,24140,766,3,2,1,3,1,1,1,2,1,61,Married,0
7,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Middle-Income,,,Technological/Information Systems/Computer/Software/Mathematical,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,NC,24140,766,3,2,1,3,1,1,1,2,1,30,Single/Never been married,0
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,1,College or University,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,NC,24140,766,3,2,1,3,1,1,1,2,1,33,Married,4
6,Yes,No,No,No,Yes,Yes,No,No,No,No,Middle-Income,1,1,Hospitality,Male,Employed part-time (i.e. worked less than 35-hours for pay),Yes,NC,24140,766,3,2,1,3,1,1,1,2,1,53,Married,2
4,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Low-Income,,,"Agriculture, Forestry, Fishing, and Hunting",Female,Employed full-time (i.e. worked at least 35-hours for pay),No,NC,24140,766,3,2,1,3,1,1,1,2,1,66,Widowed,0
9,Yes,No,No,No,No,Yes,Yes,No,No,No,Middle-Income,,,Construction,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,ND,2419,54,3,1,1,0,0,1,1,2,2,61,Domestic partnership/Living with partner (not legally married),0
7,No,No,No,No,No,No,No,No,No,No,Middle-Income,,,Government or Public Policy,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NE,12355,150,3,2,2,4,1,1,1,2,1,53,Domestic partnership/Living with partner (not legally married),0
8,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,High-Income,1,,Insurance,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NE,12355,150,3,2,2,4,1,1,1,2,1,57,Married,0
8,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Middle-Income,,,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,NE,12355,150,3,2,2,4,1,1,1,2,1,60,Married,0
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,K-12 Education,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NH,4197,210,3,2,2,4,2,2,1,2,2,53,Married,0
5,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,High-Income,,,Professional Services,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,NJ,156046,12886,3,2,2,3,1,2,1,3,1,62,Domestic partnership/Living with partner (not legally married),0
6,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Middle-Income,0,1,Technological/Information Systems/Computer/Software/Mathematical,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,NJ,156046,12886,3,2,2,3,1,2,1,3,1,47,Married,1
7,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,High-Income,,,Other; please specify,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,NJ,156046,12886,3,2,2,3,1,2,1,3,1,65,Married,0
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,1,Transportation,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,NJ,156046,12886,3,2,2,3,1,2,1,3,1,54,Married,2
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Other; please specify,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NJ,156046,12886,3,2,2,3,1,2,1,3,1,66,Married,0
9,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,1,Utilities,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,NJ,156046,12886,3,2,2,3,1,2,1,3,1,53,Married,2
10 - Best possible,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Low-Income,,,K-12 Education,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,NM,7130,325,3,2,2,4,2,1,2,3,2,68,Widowed,0
9,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,,Real Estate,Male,Employed part-time (i.e. worked less than 35-hours for pay),No,NM,7130,325,3,2,2,4,2,1,2,3,2,60,Married,0
8,Yes,No,No,No,No,Yes,Yes,No,No,No,High-Income,,,Government or Public Policy,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NM,7130,325,3,2,2,4,2,1,2,3,2,53,Married,0
4,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Middle-Income,1,0,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,NV,7997,412,3,2,2,4,0,1,1,1,1,44,Married,1
8,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Middle-Income,,,Government or Public Policy,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NY,363836,23564,3,3,2,4,1,2,1,3,2,51,Single/Never been married,0
7,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Middle-Income,,,Technological/Information Systems/Computer/Software/Mathematical,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NY,363836,23564,3,3,2,4,1,2,1,3,2,65,Married,0
5,No,No,Yes,Yes,No,No,Yes,Yes,No,No,High-Income,1,1,College or University,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,NY,363836,23564,3,3,2,4,1,2,1,3,2,50,Married,2
6,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,High-Income,1,1,Law,Female,Employed part-time (i.e. worked less than 35-hours for pay),Yes,NY,363836,23564,3,3,2,4,1,2,1,3,2,53,Married,2
5,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,1,Construction,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,NY,363836,23564,3,3,2,4,1,2,1,3,2,40,Married,1
3,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Low-Income,,,Arts/Design/Entertainment/Sports/Media,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,NY,363836,23564,3,3,2,4,1,2,1,3,2,58,Single/Never been married,0
8,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Middle-Income,,,Finance,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NY,363836,23564,3,3,2,4,1,2,1,3,2,58,Divorced,0
7,Yes,No,No,Yes,No,Yes,No,No,No,No,Middle-Income,0,1,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,NY,363836,23564,3,3,2,4,1,2,1,3,2,34,Married,2
7,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Middle-Income,,,Arts/Design/Entertainment/Sports/Media,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NY,363836,23564,3,3,2,4,1,2,1,3,2,32,Domestic partnership/Living with partner (not legally married),0
6,Yes,No,No,Yes,No,Yes,No,No,No,Yes,High-Income,,1,Professional Services,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,NY,363836,23564,3,3,2,4,1,2,1,3,2,36,Married,3
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,NY,363836,23564,3,3,2,4,1,2,1,3,2,57,Single/Never been married,0
9,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Hospitality,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,NY,363836,23564,3,3,2,4,1,2,1,3,2,57,Married,0
6,No,No,No,No,No,Yes,No,No,No,No,Low-Income,,,Community/Social Services,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,NY,363836,23564,3,3,2,4,1,2,1,3,2,56,Single/Never been married,0
9,Yes,No,No,No,No,Yes,No,No,No,No,High-Income,,,Utilities,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,NY,363836,23564,3,3,2,4,1,2,1,3,2,55,Married,0
8,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,High-Income,1,1,Utilities,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,NY,363836,23564,3,3,2,4,1,2,1,3,2,44,Married,2
6,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,High-Income,,,Technological/Information Systems/Computer/Software/Mathematical,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,NY,363836,23564,3,3,2,4,1,2,1,3,2,27,Domestic partnership/Living with partner (not legally married),0
5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Middle-Income,,,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,OH,33006,2002,3,2,2,4,0,1,1,2,1,64,Widowed,0
5,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Middle-Income,,1,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,OH,33006,2002,3,2,2,4,0,1,1,2,1,57,Married,2
7,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Low-Income,,,Transportation,Male,Employed part-time (i.e. worked less than 35-hours for pay),No,OH,33006,2002,3,2,2,4,0,1,1,2,1,67,Divorced,0
8,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Middle-Income,,,Manufacturing,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,OH,33006,2002,3,2,2,4,0,1,1,2,1,67,Married,0
8,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Middle-Income,,,Utilities,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,OH,33006,2002,3,2,2,4,0,1,1,2,1,64,Married,0
8,Yes,No,No,No,No,Yes,Yes,No,No,Yes,High-Income,,,Health Care,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,OH,33006,2002,3,2,2,4,0,1,1,2,1,56,Married,0
7,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Middle-Income,,,"Mining, Quarrying, Oil, and Gas Extraction",Male,Employed full-time (i.e. worked at least 35-hours for pay),No,OK,6137,318,3,1,1,3,1,1,1,3,1,39,Married,0
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Manufacturing,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,OK,6137,318,3,1,1,3,1,1,1,3,1,54,Married,0
8,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Middle-Income,1,,Technological/Information Systems/Computer/Software/Mathematical,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,OK,6137,318,3,1,1,3,1,1,1,3,1,48,Married,1
7,Yes,No,No,No,No,Yes,Yes,No,No,No,High-Income,,,K-12 Education,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,OR,3967,148,3,2,2,4,0,2,1,1,1,69,Married,0
7,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,High-Income,0,1,Law,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,OR,3967,148,3,2,2,4,0,2,1,1,1,42,Married,2
8,Yes,No,No,No,No,Yes,Yes,No,No,No,Middle-Income,,,Retail,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,PA,68637,5152,3,2,2,4,1,2,1,1,1,51,Single/Never been married,0
7,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Middle-Income,,,Hospitality,Female,Employed part-time (i.e. worked less than 35-hours for pay),No,PA,68637,5152,3,2,2,4,1,2,1,1,1,75,Married,0
7,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Middle-Income,,,Other; please specify,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,PA,68637,5152,3,2,2,4,1,2,1,1,1,49,Single/Never been married,0
9,Yes,No,No,No,No,Yes,Yes,No,No,No,Middle-Income,,,Law,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,PA,68637,5152,3,2,2,4,1,2,1,1,1,29,Married,0
6,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Low-Income,,,Government or Public Policy,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,PA,68637,5152,3,2,2,4,1,2,1,1,1,64,Married,0
4,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Middle-Income,,1,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,PA,68637,5152,3,2,2,4,1,2,1,1,1,41,Married,2
5,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Middle-Income,1,1,Professional Services,Female,Employed part-time (i.e. worked less than 35-hours for pay),Yes,PA,68637,5152,3,2,2,4,1,2,1,1,1,45,Married,2
9,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Middle-Income,1,,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,PA,68637,5152,3,2,2,4,1,2,1,1,1,54,Married,0
1,No,No,No,No,No,No,Yes,No,No,No,Low-Income,,,Manufacturing,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,SC,10416,446,3,1,2,4,1,1,1,2,2,33,Married,0
8,Yes,No,No,No,No,Yes,Yes,No,No,No,Low-Income,,,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,SC,10416,446,3,1,2,4,1,1,1,2,2,63,Single/Never been married,0
8,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Middle-Income,,,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,SC,10416,446,3,1,2,4,1,1,1,2,2,63,Married,0
4,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Low-Income,,,Professional Services,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,SD,4653,50,3,1,1,0,0,1,1,2,1,69,Domestic partnership/Living with partner (not legally married),0
7,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Middle-Income,,,Insurance,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,SD,4653,50,3,1,1,0,0,1,1,2,1,64,Married,0
7,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,High-Income,,,College or University,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,TN,20965,343,3,2,2,3,1,1,1,3,1,71,Married,0
5,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,High-Income,1,1,Other; please specify,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,TX,56560,1536,3,2,2,4,0,1,1,2,1,43,Married,3
7,No,Yes,No,Yes,Yes,No,No,No,No,Yes,High-Income,1,0,Other; please specify,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,TX,56560,1536,3,2,2,4,0,1,1,2,1,58,Married,2
3,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Middle-Income,,,Manufacturing,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,TX,56560,1536,3,2,2,4,0,1,1,2,1,56,Married,0
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,1,Finance,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,TX,56560,1536,3,2,2,4,0,1,1,2,1,42,Divorced,1
7,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Manufacturing,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,TX,56560,1536,3,2,2,4,0,1,1,2,1,59,Domestic partnership/Living with partner (not legally married),0
8,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Middle-Income,,,K-12 Education,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,TX,56560,1536,3,2,2,4,0,1,1,2,1,60,Divorced,0
8,No,No,No,No,No,Yes,No,No,No,No,High-Income,1,,Health Care,Female,Employed full-time (i.e. worked at least 35-hours for pay),Yes,TX,56560,1536,3,2,2,4,0,1,1,2,1,55,Married,1
4,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Middle-Income,,,K-12 Education,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,TX,56560,1536,3,2,2,4,0,1,1,2,1,65,Married,0
9,Yes,No,No,No,No,Yes,No,No,No,No,High-Income,,1,Technological/Information Systems/Computer/Software/Mathematical,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,TX,56560,1536,3,2,2,4,0,1,1,2,1,36,Married,2
2,No,No,Yes,No,Yes,No,No,No,No,No,High-Income,,,Construction,Male,Employed full-time (i.e. worked at least 35-hours for pay),No,TX,56560,1536,3,2,2,4,0,1,1,2,1,56,Domestic partnership/Living with partner (not legally married),0
7,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,1,,K-12 Education,Male,Employed full-time (i.e. worked at least 35-hours for pay),Yes,TX,56560,1536,3,2,2,4,0,1,1,2,1,43,Married,2
8,Yes,No,No,No,No,Yes,No,No,No,No,Middle-Income,,,Insurance,Female,Employed full-time (i.e. worked at least 35-hours for pay),No,UT,8620,101,3,1,1,3,0,1,1,2,2,56,Married,0
